RMSE,ACC
1.7051432002425289,0.4444444444444444
1.4229251951916204,0.4444444444444444
1.1529542729681674,0.1111111111111111
0.6108968504623036,0.5285714285714286
1.1881564150677582,0.2222222222222222
0.2665017823580173,0.65
1.4202475918734108,0.4444444444444444
1.2112885700773373,0.2222222222222222
1.7018870898701435,0.4444444444444444
1.1841145543306937,0.3888888888888889
1.2580507850551097,0.1111111111111111
1.2542147166875197,0.5555555555555556
0.7183414578040168,0.5
1.529377978133594,0.3333333333333333
1.6750908433077094,0.2222222222222222
1.274374726854093,0.4444444444444444
1.3117880291164932,0.2222222222222222
1.0836676919917225,0.6666666666666666
1.2557301550182756,0.3333333333333333
1.592199701321693,0.0
1.4167390177603087,0.3333333333333333
1.9966233996425065,0.1111111111111111
1.626378048165787,0.1111111111111111
0.8717559546366428,0.3333333333333333
2.2141614916512102,0.1111111111111111
1.4518601669735431,0.2777777777777778
1.1104137867379789,0.2777777777777778
2.065120389280543,0.3333333333333333
1.1405143089364942,0.2222222222222222
0.9633866305902319,0.4
0.5487304438428763,0.55
1.1620444149094398,0.4444444444444444
1.4813282703183803,0.2222222222222222
0.3471629300487021,0.6
0.6342178472557973,0.5555555555555556
1.1194182516924682,0.4074074074074074
1.9096100241788752,0.1111111111111111
1.5300039941850552,0.16666666666666666
1.3842366528564078,0.1111111111111111
1.1862768086187416,0.2222222222222222
0.4528912673037536,0.5
0.26014351808184655,0.65
0.20474325385711736,0.7
1.5636761884169696,0.1111111111111111
1.5320702768911525,0.4444444444444444
1.422923945808614,0.4444444444444444
1.1228389861814065,0.3888888888888889
1.3701733274912415,0.42105263157894735
0.40042452472344897,0.6
1.422358174925633,0.4444444444444444
0.7091610536401446,0.5
0.46031489222053196,0.5
1.137617442044752,0.3333333333333333
1.2901957700287194,0.4375
1.187065710059894,0.2222222222222222
1.7860584474696728,0.2222222222222222
0.4512349720489315,0.5
1.0873860093514782,0.3333333333333333
0.550736279901733,0.55
0.818985822696448,0.4444444444444444
0.8255959463724775,0.3333333333333333
1.4196136015753646,0.5925925925925926
0.1688032878826713,0.7
1.4571988730285086,0.3333333333333333
0.34810103897192457,0.6666666666666666
0.9079410773833289,0.2222222222222222
1.2774289499702995,0.4444444444444444
1.8836672270393788,0.2777777777777778
0.32672817448147934,0.6
0.32508829569826103,0.6
0.750992077188568,0.6
1.2439148625147887,0.25925925925925924
1.0032502734169133,0.6666666666666666
0.526514339785727,0.6
0.6176799872641713,0.5333333333333333
0.32487012789728764,0.6
0.9554099178421328,0.2222222222222222
0.3556902522638982,0.6666666666666666
0.7078864315693584,0.5
1.0927317704826847,0.3888888888888889
0.4872536300531788,0.5
1.1569076117919799,0.3333333333333333
1.1379016262889825,0.3333333333333333
1.67569136643821,0.2222222222222222
1.603234317801917,0.4444444444444444
1.557441509513457,0.3333333333333333
0.8095516953032839,0.3684210526315789
1.0993111479467494,0.2222222222222222
1.4158291249692214,0.4444444444444444
0.6332017845837138,0.6
1.9173434457313299,0.3333333333333333
1.3079440822230215,0.2777777777777778
1.4951699271691867,0.3888888888888889
1.0631916833551491,0.3333333333333333
0.7641712286305123,0.4444444444444444
1.1895206317392453,0.2222222222222222
0.5593352751257514,0.6
1.0065422108497102,0.4444444444444444
1.529174432314523,0.4444444444444444
1.4205645982417618,0.4444444444444444
1.5070555913952066,0.2777777777777778
1.380919178582794,0.16666666666666666
1.5582697669744692,0.3333333333333333
0.07905694150420949,0.9
1.424196771673228,0.2222222222222222
0.3614058967728975,0.6666666666666666
0.9400083111334708,0.3125
1.0024007293603803,0.6666666666666666
0.13965353955811902,0.7777777777777778
1.1593699917531841,0.2222222222222222
1.6537951975851046,0.4444444444444444
0.922810802807259,0.2222222222222222
0.8257987379232034,0.4444444444444444
0.3225766575559986,0.6
1.5339927929716257,0.4444444444444444
1.4744433601268725,0.2222222222222222
0.40001462473264654,0.55
0.3202701984262663,0.6
1.1111746037414643,0.4444444444444444
1.5257810750199023,0.16666666666666666
1.4288661394421958,0.3333333333333333
1.197657064624279,0.2777777777777778
0.6144125242864114,0.5
1.3019421603469523,0.2777777777777778
1.8998537857970563,0.3333333333333333
1.2745331607211237,0.2777777777777778
0.3217753874987955,0.6
1.2583602204632998,0.16666666666666666
1.0703705225554165,0.5
1.0770766505273017,0.3888888888888889
1.3079694398400736,0.3333333333333333
1.377093759415902,0.4444444444444444
1.5612490370070866,0.2222222222222222
0.37731061474599414,0.6
0.7459065327207931,0.3333333333333333
1.5881904097990827,0.2222222222222222
1.341672463755592,0.6666666666666666
0.8041827735865357,0.5333333333333333
1.367352551465788,0.1111111111111111
0.37627569679690975,0.6
0.7180619054092761,0.5
0.7572785067873677,0.47368421052631576
1.0088913607409757,0.6666666666666666
1.1671460443701502,0.16666666666666666
1.2960103451804754,0.2222222222222222
1.1146011244685996,0.4444444444444444
0.8876466389028663,0.3333333333333333
1.108822698982023,0.3333333333333333
1.4350614195140843,0.1111111111111111
1.2529390558912983,0.4444444444444444
0.842156012862225,0.55
0.36101274215739254,0.6
0.5500558153496788,0.4
1.261741301183056,0.3333333333333333
1.3463327556324585,0.2777777777777778
1.1110532540492077,0.4444444444444444
1.2793709970716658,0.25925925925925924
0.6538303296727677,0.6
1.5806005187902477,0.2222222222222222
1.3438923981397386,0.1111111111111111
0.5954436254685335,0.4444444444444444
1.1128886547605457,0.47368421052631576
1.0268911010099042,0.37037037037037035
0.320516146239156,0.6
1.644821334437945,0.2777777777777778
1.534694468326224,0.3333333333333333
1.240065007256564,0.1111111111111111
1.4207805757556107,0.4444444444444444
1.0777484503455443,0.3888888888888889
0.561400926255025,0.4444444444444444
0.5989628536061314,0.5
1.1133629736573383,0.4444444444444444
1.4195168192029286,0.4444444444444444
2.105806298467802,0.3333333333333333
2.0217876303465263,0.2222222222222222
2.059205941889036,0.4444444444444444
0.32270993167239215,0.6
1.7666534905169025,0.3333333333333333
1.3182643049774874,0.5555555555555556
0.9170728796920486,0.2222222222222222
1.1932891518823088,0.2222222222222222
1.4656243644869507,0.1111111111111111
2.1379139625137187,0.4444444444444444
1.4162153398720438,0.3333333333333333
0.8879625867994414,0.3333333333333333
1.138170168882199,0.3333333333333333
0.03998124560340761,0.7
1.3168773249201646,0.2222222222222222
0.5456662594174819,0.5555555555555556
1.4774226808120208,0.2222222222222222
0.787945651679099,0.55
0.7588319972167753,0.1111111111111111
1.4770458316819044,0.3888888888888889
1.0851380608526784,0.3888888888888889
0.3435766290072711,0.6
0.6331517985443933,0.6
0.7286971250114824,0.5
1.4778510299305092,0.2222222222222222
1.53244974541491,0.4444444444444444
1.466466368898759,0.2222222222222222
